9182	1043	20	1
9182	482	20	1
9182	1358	20	1
9182	111	20	1
9182	4748	20	1
9182	6637	20	1
9182	2114	20	1
9182	3647	20	1
706	14564	28	1
706	14004	28	1
706	4365	28	1
706	397	28	1
706	2285	28	1
706	10525	28	1
706	844	28	1
706	13910	28	1
706	4778	28	1
706	12974	28	1
706	5792	28	1
706	2688	28	1
706	705	28	1
706	11475	28	1
706	14489	28	1
706	3241	28	1
706	10538	28	1
706	4874	28	1
706	7106	28	1
706	4597	28	1
706	13786	28	1
706	9055	28	1
706	4777	28	1
706	14593	28	1
706	13870	28	1
706	13054	28	1
147	307	60	1
147	3223	60	1
147	635	60	1
147	2082	60	1
147	10708	60	1
147	496	60	1
147	9274	60	1
147	295	60	1
147	5103	60	1
147	8639	60	1
147	4685	60	1
147	5215	60	1
147	443	60	1
147	800	60	1
147	8502	60	1
147	2279	60	1
3572	8632	143	1
3572	11363	143	1
3572	1231	143	1
3572	9277	143	1
3572	295	143	1
3572	5215	143	1
3572	10742	143	1
3572	7512	143	1
789	10742	335	1
789	5215	335	1
789	25	335	1
789	1563	335	1
789	6804	335	1
789	5034	335	1
789	2603	335	1
789	504	335	1
789	1358	335	1
789	10708	335	1
789	6417	335	1
789	803	335	1
789	4334	335	1
789	1410	270	1
789	3116	270	1
789	247	270	1
789	3212	270	1
789	140	270	1
789	2107	270	1
789	2309	270	1
789	546	270	1
789	9276	270	1
789	14951	270	1
789	1034	270	1
789	176	270	1
745	647	54	1
745	7332	54	1
745	7222	54	1
745	10147	54	1
745	5077	54	1
745	227	54	1
745	4807	54	1
745	8017	54	1
745	5780	54	1
745	4710	54	1
745	6070	54	1
745	6189	54	1
745	3408	54	1
745	2382	54	1
745	6086	54	1
745	5452	54	1
745	4283	54	1
745	8267	54	1
745	10636	54	1
745	2236	54	1
745	4804	54	1
745	1091	54	1
745	12153	54	1
745	6489	54	1
745	10074	54	1
745	5154	54	1
745	5613	54	1
745	6784	54	1
745	10736	54	1
745	2357	54	1
745	2949	54	1
745	2786	64	1
745	12927	64	1
745	2949	64	1
745	1679	64	1
745	816	64	1
745	7414	64	1
745	557	64	1
745	4672	64	1
3244	201	129	1
3244	11230	129	1
3244	3230	129	1
3244	4049	129	1
3244	11173	129	1
